1;Temps;Deplacements;Forces
;(s);(mm);(kN)
"";"31.0000";"3.1003";"35.0980"
"";"31.1000";"3.1104";"35.0212"
"";"31.2000";"3.1201";"34.9456"
"";"31.3000";"3.1303";"34.8744"
"";"31.4000";"3.1404";"34.8062"
"";"31.5000";"3.1503";"34.7383"
"";"31.6000";"3.1602";"34.6656"
"";"31.7000";"3.1703";"34.5870"
"";"31.8000";"3.1800";"34.5169"
"";"31.9000";"3.1903";"34.4466"
"";"32.0000";"3.2005";"34.3702"
"";"32.1000";"3.2101";"34.2881"
"";"32.2000";"3.2202";"34.2183"
"";"32.3000";"3.2304";"34.1457"
"";"32.4000";"3.2403";"34.0737"
"";"32.5000";"3.2501";"33.9936"
"";"32.6000";"3.2603";"33.9142"
"";"32.7000";"3.2701";"33.8397"
"";"32.8000";"3.2802";"33.7768"
"";"32.9000";"3.2904";"33.6933"
"";"33.0000";"3.3002";"33.6107"
"";"33.1000";"3.3101";"33.5310"
"";"33.2000";"3.3204";"33.4638"
"";"33.3000";"3.3305";"33.3918"
"";"33.4000";"3.3400";"33.2917"
"";"33.5000";"3.3501";"33.1931"
"";"33.6000";"3.3603";"33.0970"
"";"33.7000";"3.3702";"33.0117"
"";"33.8000";"3.3804";"32.9202"
"";"33.9000";"3.3904";"32.8283"
"";"34.0000";"3.4001";"32.7441"
"";"34.1000";"3.4102";"32.6676"
"";"34.2000";"3.4205";"32.5772"
"";"34.3000";"3.4300";"32.4840"
"";"34.4000";"3.4402";"32.3932"
"";"34.5000";"3.4504";"32.3043"
"";"34.6000";"3.4603";"32.2145"
"";"34.7000";"3.4703";"32.1214"
"";"34.8000";"3.4804";"32.0087"
"";"34.9000";"3.4901";"31.9078"
"";"35.0000";"3.5002";"31.8032"
"";"35.1000";"3.5106";"31.7058"
"";"35.2000";"3.5202";"31.5919"
"";"35.3000";"3.5300";"31.4882"
"";"35.4000";"3.5403";"31.3768"
"";"35.5000";"3.5504";"31.2716"
"";"35.6000";"3.5602";"31.1621"
"";"35.7000";"3.5703";"31.0531"
"";"35.8000";"3.5804";"30.9448"
"";"35.9000";"3.5901";"30.7905"
"";"36.0000";"3.6004";"30.6684"
"";"36.1000";"3.6102";"30.5357"
"";"36.2000";"3.6200";"30.4251"
"";"36.3000";"3.6304";"30.3278"
"";"36.4000";"3.6406";"30.2342"
"";"36.5000";"3.6502";"30.1363"
"";"36.6000";"3.6602";"30.0361"
"";"36.7000";"3.6703";"29.9419"
"";"36.8000";"3.6801";"29.8471"
"";"36.9000";"3.6903";"29.7510"
"";"37.0000";"3.7004";"29.6189"
"";"37.1000";"3.7101";"29.4812"
"";"37.2000";"3.7203";"29.3377"
"";"37.3000";"3.7305";"29.1535"
"";"37.4000";"3.7402";"28.9716"
"";"37.5000";"3.7502";"28.7846"
"";"37.6000";"3.7605";"28.6107"
"";"37.7000";"3.7704";"28.4546"
"";"37.8000";"3.7802";"28.3007"
"";"37.9000";"3.7903";"28.1259"
"";"38.0000";"3.8002";"27.9750"
"";"38.1000";"3.8102";"27.8355"
"";"38.2000";"3.8205";"27.6767"
"";"38.3000";"3.8305";"27.3539"
"";"38.4000";"3.8402";"26.8421"
"";"38.5000";"3.8504";"26.1818"
"";"38.6000";"3.8605";"25.7972"
"";"38.7000";"3.8703";"25.4974"
"";"38.8000";"3.8803";"25.2385"
"";"38.9000";"3.8905";"25.0261"
"";"39.0000";"3.9003";"24.8519"
"";"39.1000";"3.9104";"24.6990"
"";"39.2000";"3.9204";"24.5470"
"";"39.3000";"3.9300";"24.4026"
"";"39.4000";"3.9402";"24.2637"
"";"39.5000";"3.9506";"24.1300"
"";"39.5340";"3.9538";"24.0898"
5;Temps;Deplacements;Forces
;(s);(mm);(kN)
"";"0.0000";"0.0000";"0.0001"
"";"0.1000";"0.0079";"0.0000"
"";"0.2000";"0.0194";"-0.0001"
"";"0.3000";"0.0298";"-0.0001"
"";"0.4000";"0.0402";"-0.0002"
"";"0.5000";"0.0501";"0.0002"
"";"0.6000";"0.0601";"0.0001"
"";"0.7000";"0.0704";"0.0000"
"";"0.8000";"0.0801";"0.0000"
"";"0.9000";"0.0900";"-0.0002"
"";"1.0000";"0.1003";"-0.0001"
"";"1.1000";"0.1103";"0.0000"
"";"1.2000";"0.1201";"0.0000"
"";"1.3000";"0.1304";"0.0002"
"";"1.4000";"0.1403";"0.0001"
"";"1.5000";"0.1501";"-0.0002"
"";"1.6000";"0.1601";"-0.0001"
"";"1.7000";"0.1702";"0.0001"
"";"1.8000";"0.1801";"-0.0001"
"";"1.9000";"0.1903";"0.0001"
"";"2.0000";"0.2003";"0.0000"
"";"2.1000";"0.2101";"0.0001"
"";"2.2000";"0.2202";"0.0002"
"";"2.3000";"0.2304";"0.0000"
"";"2.4000";"0.2401";"0.0004"
"";"2.5000";"0.2501";"0.0001"
"";"2.6000";"0.2604";"0.0005"
"";"2.7000";"0.2701";"0.0008"
"";"2.8000";"0.2801";"0.0011"
"";"2.9000";"0.2903";"0.0015"
"";"3.0000";"0.3001";"0.0018"
"";"3.1000";"0.3102";"0.0026"
"";"3.2000";"0.3204";"0.0032"
"";"3.3000";"0.3302";"0.0043"
"";"3.4000";"0.3399";"0.0054"
"";"3.5000";"0.3503";"0.0069"
"";"3.6000";"0.3603";"0.0088"
"";"3.7000";"0.3702";"0.0107"
"";"3.8000";"0.3803";"0.0131"
"";"3.9000";"0.3902";"0.0156"
"";"4.0000";"0.4001";"0.0183"
"";"4.1000";"0.4102";"0.0204"
"";"4.2000";"0.4203";"0.0229"
"";"4.3000";"0.4300";"0.0251"
"";"4.4000";"0.4403";"0.0274"
"";"4.5000";"0.4504";"0.0300"
"";"4.6000";"0.4601";"0.0326"
"";"4.7000";"0.4701";"0.0350"
"";"4.8000";"0.4804";"0.0358"
"";"4.9000";"0.4901";"0.0360"
"";"5.0000";"0.5002";"0.0363"
"";"5.1000";"0.5104";"0.0365"
"";"5.2000";"0.5201";"0.0365"
"";"5.3000";"0.5301";"0.0365"
"";"5.4000";"0.5404";"0.0370"
"";"5.5000";"0.5502";"0.0390"
"";"5.6000";"0.5601";"0.0434"
"";"5.7000";"0.5704";"0.0486"
"";"5.8000";"0.5802";"0.0542"
"";"5.9000";"0.5900";"0.0611"
"";"6.0000";"0.6003";"0.0692"
"";"6.1000";"0.6102";"0.0782"
"";"6.2000";"0.6201";"0.0884"
"";"6.3000";"0.6304";"0.0992"
"";"6.4000";"0.6403";"0.1112"
"";"6.5000";"0.6501";"0.1250"
"";"6.6000";"0.6602";"0.1407"
"";"6.7000";"0.6703";"0.1586"
"";"6.8000";"0.6801";"0.1784"
"";"6.9000";"0.6903";"0.2007"
"";"7.0000";"0.7003";"0.2241"
"";"7.1000";"0.7101";"0.2514"
"";"7.2000";"0.7202";"0.2826"
"";"7.3000";"0.7304";"0.3161"
"";"7.4000";"0.7400";"0.3528"
"";"7.5000";"0.7501";"0.3938"
"";"7.6000";"0.7604";"0.4384"
"";"7.7000";"0.7701";"0.4866"
"";"7.8000";"0.7801";"0.5404"
"";"7.9000";"0.7902";"0.5996"
"";"8.0000";"0.8001";"0.6668"
"";"8.1000";"0.8101";"0.7409"
"";"8.2000";"0.8204";"0.8195"
"";"8.3000";"0.8301";"0.9041"
"";"8.4000";"0.8400";"0.9970"
"";"8.5000";"0.8502";"1.0983"
"";"8.6000";"0.8602";"1.2086"
"";"8.7000";"0.8701";"1.3285"
"";"8.8000";"0.8803";"1.4545"
"";"8.9000";"0.8902";"1.5936"
"";"9.0000";"0.9000";"1.7442"
"";"9.1000";"0.9101";"1.9024"
"";"9.2000";"0.9202";"2.0744"
"";"9.3000";"0.9299";"2.2563"
"";"9.4000";"0.9402";"2.4493"
"";"9.5000";"0.9503";"2.6482"
"";"9.6000";"0.9600";"2.8604"
"";"9.7000";"0.9701";"3.0800"
"";"9.8000";"0.9803";"3.3163"
"";"9.9000";"0.9899";"3.5645"
"";"10.0000";"1.0001";"3.8189"
"";"10.1000";"1.0102";"4.0717"
"";"10.2000";"1.0199";"4.3380"
"";"10.3000";"1.0300";"4.6134"
"";"10.4000";"1.0403";"4.8984"
"";"10.5000";"1.0499";"5.1899"
"";"10.6000";"1.0600";"5.4847"
"";"10.7000";"1.0703";"5.7867"
"";"10.8000";"1.0800";"6.0902"
"";"10.9000";"1.0899";"6.4000"
"";"11.0000";"1.1001";"6.7092"
"";"11.1000";"1.1101";"7.0353"
"";"11.2000";"1.1201";"7.3656"
"";"11.3000";"1.1303";"7.6918"
"";"11.4000";"1.1401";"8.0178"
"";"11.5000";"1.1498";"8.3520"
"";"11.6000";"1.1600";"8.6917"
"";"11.7000";"1.1702";"9.0403"
"";"11.8000";"1.1800";"9.3895"
"";"11.9000";"1.1901";"9.7290"
"";"12.0000";"1.2001";"10.0731"
"";"12.1000";"1.2099";"10.4320"
"";"12.2000";"1.2201";"10.7887"
"";"12.3000";"1.2302";"11.1448"
"";"12.4000";"1.2399";"11.5060"
"";"12.5000";"1.2500";"11.8725"
"";"12.6000";"1.2603";"12.2321"
"";"12.7000";"1.2699";"12.5964"
"";"12.8000";"1.2799";"12.9558"
"";"12.9000";"1.2901";"13.3275"
"";"13.0000";"1.3001";"13.7092"
"";"13.1000";"1.3101";"14.0827"
"";"13.2000";"1.3203";"14.4517"
"";"13.3000";"1.3299";"14.8162"
"";"13.4000";"1.3398";"15.1966"
"";"13.5000";"1.3501";"15.5709"
"";"13.6000";"1.3601";"15.9552"
"";"13.7000";"1.3699";"16.3320"
"";"13.8000";"1.3802";"16.7065"
"";"13.9000";"1.3901";"17.0873"
"";"14.0000";"1.3999";"17.4728"
"";"14.1000";"1.4100";"17.8507"
"";"14.2000";"1.4200";"18.2342"
"";"14.3000";"1.4299";"18.6267"
"";"14.4000";"1.4403";"19.0101"
"";"14.5000";"1.4501";"19.3841"
"";"14.6000";"1.4598";"19.7654"
"";"14.7000";"1.4699";"20.1519"
"";"14.8000";"1.4803";"20.5439"
"";"14.9000";"1.4901";"20.9335"
"";"15.0000";"1.4999";"21.3126"
"";"15.1000";"1.5101";"21.6869"
"";"15.2000";"1.5199";"22.0711"
"";"15.3000";"1.5299";"22.4578"
"";"15.4000";"1.5402";"22.8445"
"";"15.5000";"1.5499";"23.2268"
"";"15.6000";"1.5600";"23.6098"
"";"15.7000";"1.5703";"23.9991"
"";"15.8000";"1.5800";"24.3737"
"";"15.9000";"1.5897";"24.7528"
"";"16.0000";"1.5999";"25.1302"
"";"16.1000";"1.6102";"25.5235"
"";"16.2000";"1.6201";"25.9036"
"";"16.3000";"1.6302";"26.2777"
"";"16.4000";"1.6400";"26.6458"
"";"16.5000";"1.6497";"27.0273"
"";"16.6000";"1.6600";"27.4095"
"";"16.7000";"1.6702";"27.7865"
"";"16.8000";"1.6799";"28.1599"
"";"16.9000";"1.6901";"28.5248"
"";"17.0000";"1.7001";"28.8935"
"";"17.1000";"1.7099";"29.2724"
"";"17.2000";"1.7199";"29.6393"
"";"17.3000";"1.7301";"30.0043"
"";"17.4000";"1.7399";"30.3737"
"";"17.5000";"1.7501";"30.7395"
"";"17.6000";"1.7602";"31.0925"
"";"17.7000";"1.7698";"31.4445"
"";"17.8000";"1.7798";"31.8046"
"";"17.9000";"1.7902";"32.1658"
"";"18.0000";"1.8001";"32.5250"
"";"18.1000";"1.8099";"32.8730"
"";"18.2000";"1.8202";"33.2228"
"";"18.3000";"1.8299";"33.5616"
"";"18.4000";"1.8399";"33.9173"
"";"18.5000";"1.8501";"34.2549"
"";"18.6000";"1.8601";"34.5914"
"";"18.7000";"1.8700";"34.9279"
"";"18.8000";"1.8803";"35.2663"
"";"18.9000";"1.8902";"35.5812"
"";"19.0000";"1.8996";"35.8943"
"";"19.1000";"1.9099";"36.2062"
"";"19.2000";"1.9202";"36.5184"
"";"19.3000";"1.9301";"36.8305"
"";"19.4000";"1.9403";"37.1255"
"";"19.5000";"1.9501";"37.4075"
"";"19.6000";"1.9597";"37.7107"
"";"19.7000";"1.9699";"38.0132"
"";"19.8000";"1.9804";"38.3062"
"";"19.9000";"1.9899";"38.5807"
"";"20.0000";"1.9999";"38.8511"
"";"20.1000";"2.0102";"39.1151"
"";"20.2000";"2.0201";"39.3906"
"";"20.3000";"2.0299";"39.6199"
"";"20.4000";"2.0401";"39.8433"
"";"20.5000";"2.0499";"40.0440"
"";"20.6000";"2.0602";"40.2415"
"";"20.7000";"2.0704";"40.4141"
"";"20.8000";"2.0799";"40.5661"
"";"20.9000";"2.0898";"40.7381"
"";"21.0000";"2.1002";"40.9104"
"";"21.1000";"2.1104";"41.0814"
"";"21.2000";"2.1202";"41.2348"
"";"21.3000";"2.1303";"41.3812"
"";"21.4000";"2.1401";"41.5205"
"";"21.5000";"2.1499";"41.6650"
"";"21.6000";"2.1601";"41.7896"
"";"21.7000";"2.1702";"41.8932"
"";"21.8000";"2.1801";"41.9935"
"";"21.9000";"2.1903";"42.0865"
"";"22.0000";"2.2004";"42.1652"
"";"22.1000";"2.2099";"42.2441"
"";"22.2000";"2.2199";"42.3107"
"";"22.3000";"2.2304";"42.3697"
"";"22.4000";"2.2403";"42.4168"
"";"22.5000";"2.2503";"42.4426"
"";"22.6000";"2.2603";"42.4416"
"";"22.7000";"2.2699";"42.4564"
"";"22.8000";"2.2801";"42.4730"
"";"22.9000";"2.2905";"42.4903"
"";"23.0000";"2.3003";"42.4760"
"";"23.1000";"2.3100";"42.4553"
"";"23.2000";"2.3204";"42.4496"
"";"23.3000";"2.3302";"42.4239"
"";"23.4000";"2.3400";"42.4102"
"";"23.5000";"2.3501";"42.3832"
"";"23.6000";"2.3602";"42.3657"
"";"23.7000";"2.3703";"42.3540"
"";"23.8000";"2.3806";"42.3362"
"";"23.9000";"2.3903";"42.2945"
"";"24.0000";"2.3997";"42.2681"
"";"24.1000";"2.4100";"42.2490"
"";"24.2000";"2.4206";"42.2360"
"";"24.3000";"2.4304";"42.2103"
"";"24.4000";"2.4404";"42.1670"
"";"24.5000";"2.4502";"42.1225"
"";"24.6000";"2.4600";"42.1054"
"";"24.7000";"2.4702";"42.0848"
"";"24.8000";"2.4804";"42.0438"
"";"24.9000";"2.4900";"42.0045"
"";"25.0000";"2.5002";"41.9740"
"";"25.1000";"2.5104";"41.9327"
"";"25.2000";"2.5201";"41.8938"
"";"25.3000";"2.5300";"41.8492"
"";"25.4000";"2.5403";"41.8207"
"";"25.5000";"2.5503";"41.7885"
"";"25.6000";"2.5603";"41.7502"
"";"25.7000";"2.5704";"41.6994"
"";"25.8000";"2.5799";"41.6423"
"";"25.9000";"2.5899";"41.6139"
"";"26.0000";"2.6003";"41.5786"
"";"26.1000";"2.6104";"41.5378"
"";"26.2000";"2.6203";"41.4886"
"";"26.3000";"2.6304";"41.4472"
"";"26.4000";"2.6403";"41.3981"
"";"26.5000";"2.6500";"41.3596"
"";"26.6000";"2.6600";"41.3070"
"";"26.7000";"2.6703";"41.2646"
"";"26.8000";"2.6803";"41.2225"
"";"26.9000";"2.6906";"41.1748"
"";"27.0000";"2.7004";"41.1099"
"";"27.1000";"2.7101";"41.0661"
"";"27.2000";"2.7200";"41.0175"
"";"27.3000";"2.7304";"40.9771"
"";"27.4000";"2.7403";"40.9306"
"";"27.5000";"2.7501";"40.8719"
"";"27.6000";"2.7604";"40.8212"
"";"27.7000";"2.7701";"40.7787"
"";"27.8000";"2.7801";"40.7385"
"";"27.9000";"2.7904";"40.6972"
"";"28.0000";"2.8003";"40.6493"
"";"28.1000";"2.8101";"40.6012"
"";"28.2000";"2.8205";"40.5588"
"";"28.3000";"2.8302";"40.4960"
"";"28.4000";"2.8399";"40.4423"
"";"28.5000";"2.8502";"40.3930"
"";"28.6000";"2.8605";"40.3531"
"";"28.7000";"2.8704";"40.3012"
"";"28.8000";"2.8804";"40.2474"
"";"28.9000";"2.8903";"40.1828"
"";"29.0000";"2.8998";"40.1320"
"";"29.1000";"2.9102";"40.0848"
"";"29.2000";"2.9205";"40.0314"
"";"29.3000";"2.9302";"39.9666"
"";"29.4000";"2.9404";"39.9054"
"";"29.5000";"2.9504";"39.8439"
"";"29.6000";"2.9602";"39.7956"
"";"29.7000";"2.9699";"39.7367"
"";"29.8000";"2.9804";"39.6820"
"";"29.9000";"2.9903";"39.6267"
"";"30.0000";"3.0003";"39.5712"
"";"30.1000";"3.0104";"39.5002"
"";"30.2000";"3.0201";"39.4380"
"";"30.3000";"3.0300";"39.3839"
"";"30.4000";"3.0405";"39.3426"
"";"30.5000";"3.0504";"39.2859"
"";"30.6000";"3.0601";"39.2195"
"";"30.7000";"3.0704";"39.1600"
"";"30.8000";"3.0801";"39.0958"
"";"30.9000";"3.0899";"39.0412"
"";"31.0000";"3.1003";"38.9842"
"";"31.1000";"3.1104";"38.9165"
"";"31.2000";"3.1202";"38.8515"
"";"31.3000";"3.1305";"38.7893"
"";"31.4000";"3.1404";"38.7153"
"";"31.5000";"3.1498";"38.6487"
"";"31.6000";"3.1600";"38.5842"
"";"31.7000";"3.1704";"38.5254"
"";"31.8000";"3.1803";"38.4699"
"";"31.9000";"3.1905";"38.4034"
"";"32.0000";"3.2002";"38.3164"
"";"32.1000";"3.2099";"38.2631"
"";"32.2000";"3.2201";"38.2094"
"";"32.3000";"3.2306";"38.1522"
"";"32.4000";"3.2401";"38.0781"
"";"32.5000";"3.2501";"38.0123"
"";"32.6000";"3.2604";"37.9470"
"";"32.7000";"3.2702";"37.8889"
"";"32.8000";"3.2800";"37.8239"
"";"32.9000";"3.2903";"37.7614"
"";"33.0000";"3.3002";"37.6999"
"";"33.1000";"3.3103";"37.6421"
"";"33.2000";"3.3206";"37.5841"
"";"33.3000";"3.3301";"37.4998"
"";"33.4000";"3.3397";"37.4342"
"";"33.5000";"3.3503";"37.3737"
"";"33.6000";"3.3606";"37.3193"
"";"33.7000";"3.3703";"37.2509"
"";"33.8000";"3.3804";"37.1767"
"";"33.9000";"3.3902";"37.1057"
"";"34.0000";"3.4000";"37.0499"
"";"34.1000";"3.4102";"36.9844"
"";"34.2000";"3.4204";"36.9131"
"";"34.3000";"3.4302";"36.8448"
"";"34.4000";"3.4404";"36.7730"
"";"34.5000";"3.4504";"36.6914"
"";"34.6000";"3.4600";"36.6229"
"";"34.7000";"3.4700";"36.5537"
"";"34.8000";"3.4804";"36.4867"
"";"34.9000";"3.4903";"36.4228"
"";"35.0000";"3.5003";"36.3551"
"";"35.1000";"3.5103";"36.2708"
"";"35.2000";"3.5200";"36.2037"
"";"35.3000";"3.5300";"36.1378"
"";"35.4000";"3.5405";"36.0744"
"";"35.5000";"3.5503";"36.0011"
"";"35.6000";"3.5601";"35.9254"
"";"35.7000";"3.5705";"35.8615"
"";"35.8000";"3.5802";"35.7816"
"";"35.9000";"3.5901";"35.7153"
"";"36.0000";"3.6003";"35.6414"
"";"36.1000";"3.6103";"35.5799"
"";"36.2000";"3.6203";"35.5230"
"";"36.3000";"3.6306";"35.4608"
"";"36.4000";"3.6402";"35.3878"
"";"36.5000";"3.6498";"35.3267"
"";"36.6000";"3.6601";"35.2706"
"";"36.7000";"3.6704";"35.2168"
"";"36.8000";"3.6803";"35.1605"
"";"36.9000";"3.6904";"35.0858"
"";"37.0000";"3.7002";"35.0085"
"";"37.1000";"3.7101";"34.9522"
"";"37.2000";"3.7202";"34.8398"
"";"37.3000";"3.7304";"34.6708"
"";"37.4000";"3.7401";"34.5362"
"";"37.5000";"3.7502";"34.4263"
"";"37.6000";"3.7604";"34.3253"
"";"37.7000";"3.7702";"34.2403"
"";"37.8000";"3.7800";"34.1586"
"";"37.9000";"3.7903";"34.0869"
"";"38.0000";"3.8004";"34.0197"
"";"38.1000";"3.8103";"33.9481"
"";"38.2000";"3.8204";"33.8645"
"";"38.3000";"3.8301";"33.7796"
"";"38.4000";"3.8399";"33.7054"
"";"38.5000";"3.8503";"33.6260"
"";"38.6000";"3.8605";"33.5455"
"";"38.7000";"3.8702";"33.4508"
"";"38.8000";"3.8804";"33.3603"
"";"38.9000";"3.8904";"33.2708"
"";"39.0000";"3.9001";"33.1826"
"";"39.1000";"3.9101";"33.0823"
"";"39.2000";"3.9203";"32.9804"
"";"39.3000";"3.9303";"32.8804"
"";"39.4000";"3.9405";"32.7698"
"";"39.5000";"3.9504";"32.6453"
"";"39.6000";"3.9601";"32.5285"
"";"39.7000";"3.9701";"32.4061"
"";"39.8000";"3.9806";"32.2783"
"";"39.9000";"3.9903";"32.1279"
"";"40.0000";"4.0002";"31.9615"
"";"40.1000";"4.0104";"31.7886"
"";"40.2000";"4.0203";"31.5970"
"";"40.3000";"4.0302";"31.3692"
"";"40.4000";"4.0407";"30.4267"
"";"40.5000";"4.0506";"29.6177"
"";"40.6000";"4.0605";"28.8837"
"";"40.7000";"4.0707";"28.2455"
"";"40.8000";"4.0805";"27.6993"
"";"40.9000";"4.0901";"27.2539"
"";"41.0000";"4.1004";"26.8819"
"";"41.1000";"4.1106";"26.5543"
"";"41.2000";"4.1205";"26.2496"
"";"41.3000";"4.1306";"25.9509"
"";"41.4000";"4.1404";"25.6351"
"";"41.4460";"4.1448";"25.4921"
6;Temps;Deplacements;Forces
;(s);(mm);(kN)
"";"0.0000";"0.0000";"-0.0001"
"";"0.1000";"0.0076";"-0.0001"
"";"0.2000";"0.0196";"-0.0002"
"";"0.3000";"0.0299";"0.0000"
"";"0.4000";"0.0402";"0.0001"
"";"0.5000";"0.0502";"0.0000"
"";"0.6000";"0.0601";"0.0000"
"";"0.7000";"0.0703";"0.0000"
"";"0.8000";"0.0803";"0.0002"
"";"0.9000";"0.0903";"0.0002"
"";"1.0000";"0.1004";"0.0001"
"";"1.1000";"0.1103";"0.0000"
"";"1.2000";"0.1200";"0.0000"
"";"1.3000";"0.1302";"0.0003"
"";"1.4000";"0.1403";"0.0003"
"";"1.5000";"0.1503";"0.0004"
"";"1.6000";"0.1604";"0.0006"
"";"1.7000";"0.1702";"0.0008"
"";"1.8000";"0.1801";"0.0007"
"";"1.9000";"0.1903";"0.0007"
"";"2.0000";"0.2004";"0.0010"
"";"2.1000";"0.2102";"0.0013"
"";"2.2000";"0.2202";"0.0014"
"";"2.3000";"0.2304";"0.0014"
"";"2.4000";"0.2401";"0.0018"
"";"2.5000";"0.2501";"0.0021"
"";"2.6000";"0.2603";"0.0024"
"";"2.7000";"0.2703";"0.0028"
"";"2.8000";"0.2803";"0.0033"
"";"2.9000";"0.2904";"0.0038"
"";"3.0000";"0.3001";"0.0042"
"";"3.1000";"0.3101";"0.0047"
"";"3.2000";"0.3203";"0.0053"
"";"3.3000";"0.3303";"0.0060"
"";"3.4000";"0.3403";"0.0067"
"";"3.5000";"0.3504";"0.0076"
"";"3.6000";"0.3603";"0.0085"
"";"3.7000";"0.3700";"0.0095"
"";"3.8000";"0.3802";"0.0107"
"";"3.9000";"0.3903";"0.0115"
"";"4.0000";"0.4003";"0.0129"
"";"4.1000";"0.4103";"0.0140"
"";"4.2000";"0.4203";"0.0150"
"";"4.3000";"0.4301";"0.0160"
"";"4.4000";"0.4402";"0.0169"
"";"4.5000";"0.4504";"0.0182"
"";"4.6000";"0.4603";"0.0195"
"";"4.7000";"0.4702";"0.0211"
"";"4.8000";"0.4803";"0.0227"
"";"4.9000";"0.4901";"0.0243"
"";"5.0000";"0.5002";"0.0262"
"";"5.1000";"0.5103";"0.0274"
"";"5.2000";"0.5203";"0.0286"
"";"5.3000";"0.5302";"0.0303"
"";"5.4000";"0.5404";"0.0320"
"";"5.5000";"0.5502";"0.0336"
"";"5.6000";"0.5601";"0.0351"
"";"5.7000";"0.5703";"0.0363"
"";"5.8000";"0.5803";"0.0365"
"";"5.9000";"0.5903";"0.0367"
"";"6.0000";"0.6004";"0.0364"
"";"6.1000";"0.6103";"0.0368"
"";"6.2000";"0.6200";"0.0369"
"";"6.3000";"0.6302";"0.0374"
"";"6.4000";"0.6403";"0.0391"
"";"6.5000";"0.6503";"0.0426"
"";"6.6000";"0.6603";"0.0464"
"";"6.7000";"0.6703";"0.0503"
"";"6.8000";"0.6801";"0.0553"
"";"6.9000";"0.6903";"0.0611"
"";"7.0000";"0.7004";"0.0678"
"";"7.1000";"0.7103";"0.0758"
"";"7.2000";"0.7203";"0.0850"
"";"7.3000";"0.7303";"0.0948"
"";"7.4000";"0.7401";"0.1075"
"";"7.5000";"0.7501";"0.1217"
"";"7.6000";"0.7603";"0.1376"
"";"7.7000";"0.7703";"0.1563"
"";"7.8000";"0.7802";"0.1777"
"";"7.9000";"0.7903";"0.2013"
"";"8.0000";"0.8001";"0.2291"
"";"8.1000";"0.8101";"0.2620"
"";"8.2000";"0.8203";"0.3003"
"";"8.3000";"0.8302";"0.3448"
"";"8.4000";"0.8402";"0.3975"
"";"8.5000";"0.8504";"0.4563"
"";"8.6000";"0.8602";"0.5252"
"";"8.7000";"0.8701";"0.6051"
"";"8.8000";"0.8802";"0.6935"
"";"8.9000";"0.8902";"0.7919"
"";"9.0000";"0.9002";"0.9062"
"";"9.1000";"0.9103";"1.0276"
"";"9.2000";"0.9202";"1.1605"
"";"9.3000";"0.9301";"1.3108"
"";"9.4000";"0.9402";"1.4700"
"";"9.5000";"0.9503";"1.6431"
"";"9.6000";"0.9602";"1.8298"
"";"9.7000";"0.9701";"2.0243"
"";"9.8000";"0.9802";"2.2331"
"";"9.9000";"0.9901";"2.4603"
"";"10.0000";"1.0001";"2.6929"
"";"10.1000";"1.0103";"2.9340"
"";"10.2000";"1.0201";"3.1902"
"";"10.3000";"1.0301";"3.4585"
"";"10.4000";"1.0403";"3.7302"
"";"10.5000";"1.0500";"4.0094"
"";"10.6000";"1.0599";"4.2933"
"";"10.7000";"1.0701";"4.5790"
"";"10.8000";"1.0801";"4.8815"
"";"10.9000";"1.0902";"5.1922"
"";"11.0000";"1.1003";"5.4944"
"";"11.1000";"1.1101";"5.8058"
"";"11.2000";"1.1199";"6.1266"
"";"11.3000";"1.1301";"6.4489"
"";"11.4000";"1.1402";"6.7729"
"";"11.5000";"1.1500";"7.1065"
"";"11.6000";"1.1601";"7.4339"
"";"11.7000";"1.1702";"7.7704"
"";"11.8000";"1.1800";"8.1164"
"";"11.9000";"1.1901";"8.4524"
"";"12.0000";"1.2001";"8.7904"
"";"12.1000";"1.2101";"9.1449"
"";"12.2000";"1.2201";"9.4964"
"";"12.3000";"1.2303";"9.8431"
"";"12.4000";"1.2399";"10.1972"
"";"12.5000";"1.2500";"10.5482"
"";"12.6000";"1.2602";"10.9011"
"";"12.7000";"1.2701";"11.2625"
"";"12.8000";"1.2800";"11.6262"
"";"12.9000";"1.2901";"11.9812"
"";"13.0000";"1.3000";"12.3463"
"";"13.1000";"1.3100";"12.7111"
"";"13.2000";"1.3202";"13.0664"
"";"13.3000";"1.3300";"13.4280"
"";"13.4000";"1.3400";"13.7982"
"";"13.5000";"1.3502";"14.1659"
"";"13.6000";"1.3602";"14.5359"
"";"13.7000";"1.3699";"14.9005"
"";"13.8000";"1.3801";"15.2631"
"";"13.9000";"1.3901";"15.6288"
"";"14.0000";"1.4001";"16.0069"
"";"14.1000";"1.4102";"16.3720"
"";"14.2000";"1.4201";"16.7321"
"";"14.3000";"1.4299";"17.1084"
"";"14.4000";"1.4401";"17.4778"
"";"14.5000";"1.4503";"17.8474"
"";"14.6000";"1.4600";"18.2160"
"";"14.7000";"1.4699";"18.5824"
"";"14.8000";"1.4802";"18.9497"
"";"14.9000";"1.4901";"19.3252"
"";"15.0000";"1.5001";"19.6860"
"";"15.1000";"1.5101";"20.0392"
"";"15.2000";"1.5200";"20.4122"
"";"15.3000";"1.5300";"20.7885"
"";"15.4000";"1.5402";"21.1504"
"";"15.5000";"1.5499";"21.5106"
"";"15.6000";"1.5599";"21.8697"
"";"15.7000";"1.5701";"22.2215"
"";"15.8000";"1.5801";"22.5870"
