1;Temps;Deplacements;Forces
;(s);(mm);(kN)
"";"28.3000";"2.8301";"31.0499"
"";"28.4000";"2.8403";"31.0357"
"";"28.5000";"2.8504";"31.0064"
"";"28.6000";"2.8601";"30.9811"
"";"28.7000";"2.8699";"30.9578"
"";"28.8000";"2.8803";"30.9395"
"";"28.9000";"2.8903";"30.9124"
"";"29.0000";"2.9002";"30.8879"
"";"29.1000";"2.9103";"30.8490"
"";"29.2000";"2.9201";"30.8181"
"";"29.3000";"2.9301";"30.8024"
"";"29.4000";"2.9404";"30.7835"
"";"29.5000";"2.9503";"30.7466"
"";"29.6000";"2.9600";"30.7163"
"";"29.7000";"2.9703";"30.6961"
"";"29.8000";"2.9803";"30.6576"
"";"29.9000";"2.9901";"30.6319"
"";"30.0000";"3.0001";"30.6005"
"";"30.1000";"3.0104";"30.5785"
"";"30.2000";"3.0203";"30.5535"
"";"30.3000";"3.0304";"30.5264"
"";"30.4000";"3.0404";"30.4810"
"";"30.5000";"3.0499";"30.4435"
"";"30.6000";"3.0600";"30.4166"
"";"30.7000";"3.0704";"30.3906"
"";"30.8000";"3.0804";"30.3583"
"";"30.9000";"3.0902";"30.3172"
"";"31.0000";"3.1003";"30.2686"
"";"31.1000";"3.1102";"30.2423"
"";"31.2000";"3.1201";"30.2079"
"";"31.3000";"3.1303";"30.1678"
"";"31.4000";"3.1401";"30.1192"
"";"31.5000";"3.1501";"30.0855"
"";"31.6000";"3.1604";"30.0459"
"";"31.7000";"3.1704";"30.0049"
"";"31.8000";"3.1799";"29.9619"
"";"31.9000";"3.1902";"29.9319"
"";"32.0000";"3.2004";"29.8999"
"";"32.1000";"3.2103";"29.8640"
"";"32.2000";"3.2203";"29.8207"
"";"32.3000";"3.2303";"29.7673"
"";"32.4000";"3.2399";"29.7308"
"";"32.5000";"3.2503";"29.6998"
"";"32.6000";"3.2606";"29.6654"
"";"32.7000";"3.2701";"29.6190"
"";"32.8000";"3.2802";"29.5823"
"";"32.9000";"3.2904";"29.5388"
"";"33.0000";"3.3001";"29.4968"
"";"33.1000";"3.3100";"29.4547"
"";"33.2000";"3.3204";"29.4117"
"";"33.3000";"3.3303";"29.3727"
"";"33.4000";"3.3404";"29.3351"
"";"33.5000";"3.3504";"29.2825"
"";"33.6000";"3.3600";"29.2419"
"";"33.7000";"3.3699";"29.2107"
"";"33.8000";"3.3804";"29.1838"
"";"33.9000";"3.3903";"29.1424"
"";"34.0000";"3.4001";"29.0998"
"";"34.1000";"3.4103";"29.0610"
"";"34.2000";"3.4203";"29.0213"
"";"34.3000";"3.4301";"28.9870"
"";"34.4000";"3.4402";"28.9505"
"";"34.5000";"3.4502";"28.9075"
"";"34.6000";"3.4601";"28.8749"
"";"34.7000";"3.4704";"28.8446"
"";"34.8000";"3.4804";"28.7946"
"";"34.9000";"3.4899";"28.7533"
"";"35.0000";"3.5001";"28.7193"
"";"35.1000";"3.5104";"28.6883"
"";"35.2000";"3.5204";"28.6569"
"";"35.3000";"3.5302";"28.6169"
"";"35.4000";"3.5403";"28.5714"
"";"35.5000";"3.5501";"28.5388"
"";"35.6000";"3.5601";"28.4970"
"";"35.7000";"3.5704";"28.4558"
"";"35.8000";"3.5802";"28.4118"
"";"35.9000";"3.5903";"28.3758"
"";"36.0000";"3.6004";"28.3314"
"";"36.1000";"3.6103";"28.2969"
"";"36.2000";"3.6199";"28.2557"
"";"36.3000";"3.6302";"28.2205"
"";"36.4000";"3.6403";"28.1849"
"";"36.5000";"3.6503";"28.1484"
"";"36.6000";"3.6603";"28.1019"
"";"36.7000";"3.6702";"28.0571"
"";"36.8000";"3.6800";"28.0244"
"";"36.9000";"3.6904";"27.9962"
"";"37.0000";"3.7005";"27.9567"
"";"37.1000";"3.7101";"27.9109"
"";"37.2000";"3.7202";"27.8711"
"";"37.3000";"3.7303";"27.8239"
"";"37.4000";"3.7401";"27.7833"
"";"37.5000";"3.7502";"27.7444"
"";"37.6000";"3.7604";"27.6953"
"";"37.7000";"3.7701";"27.6535"
"";"37.8000";"3.7804";"27.6170"
"";"37.9000";"3.7905";"27.5651"
"";"38.0000";"3.7999";"27.5116"
"";"38.1000";"3.8099";"27.4720"
"";"38.2000";"3.8204";"27.4368"
"";"38.3000";"3.8305";"27.4015"
"";"38.4000";"3.8403";"27.3540"
"";"38.5000";"3.8503";"27.2949"
"";"38.6000";"3.8601";"27.2592"
"";"38.7000";"3.8701";"27.2233"
"";"38.8000";"3.8804";"27.1821"
"";"38.9000";"3.8902";"27.1267"
"";"39.0000";"3.9001";"27.0841"
"";"39.1000";"3.9104";"27.0387"
"";"39.2000";"3.9204";"26.9887"
"";"39.3000";"3.9301";"26.9359"
"";"39.4000";"3.9402";"26.8847"
"";"39.5000";"3.9503";"26.8322"
"";"39.6000";"3.9602";"26.7735"
"";"39.7000";"3.9704";"26.7227"
"";"39.8000";"3.9803";"26.6526"
"";"39.9000";"3.9899";"26.6052"
"";"40.0000";"4.0003";"26.5671"
"";"40.1000";"4.0106";"26.5251"
"";"40.2000";"4.0201";"26.4774"
"";"40.3000";"4.0302";"26.4326"
"";"40.4000";"4.0404";"26.3841"
"";"40.5000";"4.0501";"26.3412"
"";"40.6000";"4.0601";"26.2982"
"";"40.7000";"4.0703";"26.2442"
"";"40.8000";"4.0801";"26.2006"
"";"40.9000";"4.0904";"26.1625"
"";"41.0000";"4.1005";"26.0948"
"";"41.1000";"4.1102";"26.0356"
"";"41.2000";"4.1200";"25.9799"
"";"41.3000";"4.1303";"25.9271"
"";"41.4000";"4.1403";"25.8746"
"";"41.5000";"4.1502";"25.8253"
"";"41.6000";"4.1604";"25.7641"
"";"41.7000";"4.1702";"25.7140"
"";"41.8000";"4.1801";"25.6746"
"";"41.9000";"4.1904";"25.6319"
"";"42.0000";"4.2002";"25.5737"
"";"42.1000";"4.2101";"25.5285"
"";"42.2000";"4.2203";"25.4856"
"";"42.3000";"4.2304";"25.4166"
"";"42.4000";"4.2401";"25.3602"
"";"42.5000";"4.2501";"25.2988"
"";"42.6000";"4.2604";"25.2477"
"";"42.7000";"4.2702";"25.2000"
"";"42.8000";"4.2804";"25.1518"
"";"42.9000";"4.2904";"25.0900"
"";"43.0000";"4.2999";"25.0393"
"";"43.1000";"4.3101";"24.9987"
"";"43.2000";"4.3205";"24.9489"
"";"43.3000";"4.3301";"24.8902"
"";"43.4000";"4.3403";"24.8377"
"";"43.5000";"4.3503";"24.7810"
"";"43.6000";"4.3602";"24.7400"
"";"43.7000";"4.3701";"24.6915"
"";"43.8000";"4.3803";"24.6352"
"";"43.9000";"4.3901";"24.5807"
"";"44.0000";"4.4001";"24.5372"
"";"44.1000";"4.4105";"24.4876"
"";"44.2000";"4.4204";"24.4332"
"";"44.3000";"4.4300";"24.3815"
"";"44.4000";"4.4403";"24.3429"
"";"44.5000";"4.4504";"24.2993"
"";"44.6000";"4.4602";"24.2557"
"";"44.7000";"4.4703";"24.2084"
"";"44.8000";"4.4802";"24.1489"
"";"44.9000";"4.4899";"24.1079"
"";"45.0000";"4.5003";"24.0701"
"";"45.1000";"4.5104";"24.0243"
"";"45.2000";"4.5202";"23.9747"
"";"45.3000";"4.5303";"23.9333"
"";"45.4000";"4.5404";"23.8832"
"";"45.5000";"4.5501";"23.8352"
"";"45.6000";"4.5600";"23.7871"
"";"45.7000";"4.5704";"23.7417"
"";"45.8000";"4.5802";"23.6969"
"";"45.9000";"4.5904";"23.6532"
"";"46.0000";"4.6004";"23.5952"
"";"46.1000";"4.6101";"23.5474"
"";"46.2000";"4.6201";"23.5067"
"";"46.3000";"4.6304";"23.4671"
"";"46.4000";"4.6404";"23.4166"
"";"46.5000";"4.6500";"23.3641"
"";"46.6000";"4.6603";"23.3139"
"";"46.7000";"4.6703";"23.2696"
"";"46.8000";"4.6802";"23.2254"
"";"46.9000";"4.6903";"23.1831"
"";"47.0000";"4.7002";"23.1336"
"";"47.1000";"4.7101";"23.0921"
"";"47.2000";"4.7204";"23.0554"
"";"47.3000";"4.7304";"23.0011"
"";"47.4000";"4.7399";"22.9497"
"";"47.5000";"4.7501";"22.9066"
"";"47.6000";"4.7605";"22.8685"
"";"47.7000";"4.7703";"22.8236"
"";"47.8000";"4.7803";"22.7744"
"";"47.9000";"4.7903";"22.7207"
"";"48.0000";"4.8000";"22.6769"
"";"48.1000";"4.8101";"22.6367"
"";"48.2000";"4.8205";"22.5956"
"";"48.3000";"4.8301";"22.5454"
"";"48.4000";"4.8403";"22.5045"
"";"48.5000";"4.8504";"22.4549"
"";"48.6000";"4.8603";"22.4115"
"";"48.7000";"4.8699";"22.3644"
"";"48.8000";"4.8803";"22.3208"
"";"48.9000";"4.8902";"22.2736"
"";"49.0000";"4.9003";"22.2316"
"";"49.1000";"4.9104";"22.1821"
"";"49.2000";"4.9203";"22.1245"
"";"49.3000";"4.9301";"22.0798"
"";"49.4000";"4.9403";"22.0390"
"";"49.5000";"4.9505";"21.9933"
"";"49.6000";"4.9600";"21.9409"
"";"49.7000";"4.9703";"21.8973"
"";"49.8000";"4.9803";"21.8458"
"";"49.9000";"4.9901";"21.8040"
"";"50.0000";"5.0003";"21.7612"
"";"50.1000";"5.0104";"21.7119"
"";"50.2000";"5.0201";"21.6694"
"";"50.3000";"5.0303";"21.6321"
"";"50.4000";"5.0404";"21.5833"
"";"50.5000";"5.0500";"21.5375"
"";"50.6000";"5.0600";"21.4955"
"";"50.7000";"5.0704";"21.4589"
"";"50.8000";"5.0803";"21.4163"
"";"50.9000";"5.0903";"21.3712"
"";"51.0000";"5.1003";"21.3142"
"";"51.1000";"5.1102";"21.2718"
"";"51.2000";"5.1201";"21.2276"
"";"51.3000";"5.1304";"21.1842"
"";"51.4000";"5.1401";"21.1266"
"";"51.5000";"5.1499";"21.0836"
"";"51.6000";"5.1604";"21.0413"
"";"51.7000";"5.1704";"20.9954"
"";"51.8000";"5.1801";"20.9513"
"";"51.9000";"5.1903";"20.9079"
"";"52.0000";"5.2004";"20.8669"
"";"52.1000";"5.2102";"20.8259"
"";"52.2000";"5.2204";"20.7831"
"";"52.3000";"5.2303";"20.7255"
"";"52.4000";"5.2399";"20.6825"
"";"52.5000";"5.2502";"20.6445"
"";"52.6000";"5.2606";"20.6021"
"";"52.7000";"5.2702";"20.5560"
"";"52.8000";"5.2803";"20.5118"
"";"52.9000";"5.2904";"20.4649"
"";"53.0000";"5.3001";"20.4218"
"";"53.1000";"5.3101";"20.3805"
"";"53.2000";"5.3203";"20.3335"
"";"53.3000";"5.3301";"20.2903"
"";"53.4000";"5.3403";"20.2521"
"";"53.5000";"5.3504";"20.2000"
"";"53.6000";"5.3601";"20.1533"
"";"53.7000";"5.3700";"20.1080"
"";"53.8000";"5.3804";"20.0701"
"";"53.9000";"5.3903";"20.0213"
"";"54.0000";"5.4001";"19.9766"
"";"54.1000";"5.4103";"19.9263"
"";"54.2000";"5.4203";"19.8836"
"";"54.3000";"5.4301";"19.8458"
"";"54.4000";"5.4403";"19.8070"
"";"54.5000";"5.4502";"19.7641"
"";"54.6000";"5.4601";"19.7275"
"";"54.6300";"5.4634";"19.7148"
16;Temps;Deplacements;Forces
;(s);(mm);(kN)
"";"0.0000";"0.0000";"0.0000"
"";"0.1000";"0.0060";"0.0074"
"";"0.2000";"0.0194";"0.0108"
"";"0.3000";"0.0298";"0.0110"
"";"0.4000";"0.0400";"0.0144"
"";"0.5000";"0.0501";"0.0215"
"";"0.6000";"0.0601";"0.0269"
"";"0.7000";"0.0701";"0.0313"
"";"0.8000";"0.0804";"0.0354"
"";"0.9000";"0.0903";"0.0392"
"";"1.0000";"0.1001";"0.0432"
"";"1.1000";"0.1102";"0.0476"
"";"1.2000";"0.1202";"0.0522"
"";"1.3000";"0.1301";"0.0573"
"";"1.4000";"0.1403";"0.0623"
"";"1.5000";"0.1503";"0.0677"
"";"1.6000";"0.1601";"0.0743"
"";"1.7000";"0.1701";"0.0812"
"";"1.8000";"0.1803";"0.0894"
"";"1.9000";"0.1901";"0.0982"
"";"2.0000";"0.2003";"0.1072"
"";"2.1000";"0.2104";"0.1167"
"";"2.2000";"0.2202";"0.1273"
"";"2.3000";"0.2301";"0.1391"
"";"2.4000";"0.2402";"0.1522"
"";"2.5000";"0.2501";"0.1681"
"";"2.6000";"0.2602";"0.1854"
"";"2.7000";"0.2704";"0.2034"
"";"2.8000";"0.2801";"0.2238"
"";"2.9000";"0.2901";"0.2471"
"";"3.0000";"0.3003";"0.2726"
"";"3.1000";"0.3102";"0.3019"
"";"3.2000";"0.3201";"0.3358"
"";"3.3000";"0.3303";"0.3728"
"";"3.4000";"0.3403";"0.4136"
"";"3.5000";"0.3501";"0.4590"
"";"3.6000";"0.3602";"0.5086"
"";"3.7000";"0.3701";"0.5644"
"";"3.8000";"0.3801";"0.6278"
"";"3.9000";"0.3903";"0.6949"
"";"4.0000";"0.4004";"0.7687"
"";"4.1000";"0.4101";"0.8512"
"";"4.2000";"0.4201";"0.9416"
"";"4.3000";"0.4302";"1.0412"
"";"4.4000";"0.4401";"1.1532"
"";"4.5000";"0.4502";"1.2708"
"";"4.6000";"0.4603";"1.3936"
"";"4.7000";"0.4701";"1.5315"
"";"4.8000";"0.4801";"1.6766"
"";"4.9000";"0.4901";"1.8303"
"";"5.0000";"0.5001";"2.0002"
"";"5.1000";"0.5101";"2.1759"
"";"5.2000";"0.5203";"2.3601"
"";"5.3000";"0.5301";"2.5573"
"";"5.4000";"0.5400";"2.7627"
"";"5.5000";"0.5501";"2.9748"
"";"5.6000";"0.5601";"3.2098"
"";"5.7000";"0.5700";"3.4539"
"";"5.8000";"0.5803";"3.6990"
"";"5.9000";"0.5901";"3.9483"
"";"6.0000";"0.5999";"4.2086"
"";"6.1000";"0.6101";"4.4745"
"";"6.2000";"0.6201";"4.7555"
"";"6.3000";"0.6299";"5.0406"
"";"6.4000";"0.6402";"5.3195"
"";"6.5000";"0.6503";"5.6148"
"";"6.6000";"0.6599";"5.9130"
"";"6.7000";"0.6700";"6.2105"
"";"6.8000";"0.6799";"6.5121"
"";"6.9000";"0.6899";"6.8288"
"";"7.0000";"0.7002";"7.1425"
"";"7.1000";"0.7103";"7.4536"
"";"7.2000";"0.7199";"7.7720"
"";"7.3000";"0.7299";"8.0922"
"";"7.4000";"0.7401";"8.4164"
"";"7.5000";"0.7500";"8.7571"
"";"7.6000";"0.7601";"9.0917"
"";"7.7000";"0.7702";"9.4141"
"";"7.8000";"0.7799";"9.7475"
"";"7.9000";"0.7899";"10.0907"
"";"8.0000";"0.8001";"10.4274"
"";"8.1000";"0.8100";"10.7749"
"";"8.2000";"0.8199";"11.1218"
"";"8.3000";"0.8302";"11.4674"
"";"8.4000";"0.8401";"11.8148"
"";"8.5000";"0.8499";"12.1641"
"";"8.6000";"0.8599";"12.5027"
"";"8.7000";"0.8699";"12.8596"
"";"8.8000";"0.8800";"13.2236"
"";"8.9000";"0.8902";"13.5699"
"";"9.0000";"0.9003";"13.9268"
"";"9.1000";"0.9098";"14.2775"
"";"9.2000";"0.9199";"14.6363"
"";"9.3000";"0.9301";"14.9923"
"";"9.4000";"0.9400";"15.3580"
"";"9.5000";"0.9501";"15.7105"
"";"9.6000";"0.9602";"16.0644"
"";"9.7000";"0.9699";"16.4269"
"";"9.8000";"0.9800";"16.7888"
"";"9.9000";"0.9900";"17.1430"
"";"10.0000";"0.9999";"17.5087"
"";"10.1000";"1.0100";"17.8748"
"";"10.2000";"1.0203";"18.2321"
"";"10.3000";"1.0299";"18.5890"
"";"10.4000";"1.0398";"18.9405"
"";"10.5000";"1.0501";"19.2976"
"";"10.6000";"1.0601";"19.6654"
"";"10.7000";"1.0700";"20.0256"
"";"10.8000";"1.0801";"20.3740"
"";"10.9000";"1.0899";"20.7218"
"";"11.0000";"1.0998";"21.0778"
"";"11.1000";"1.1101";"21.4260"
"";"11.2000";"1.1201";"21.7790"
"";"11.3000";"1.1299";"22.1271"
"";"11.4000";"1.1401";"22.4695"
"";"11.5000";"1.1502";"22.8229"
"";"11.6000";"1.1599";"23.1670"
"";"11.7000";"1.1699";"23.5072"
"";"11.8000";"1.1799";"23.8463"
"";"11.9000";"1.1899";"24.1989"
"";"12.0000";"1.2002";"24.5400"
"";"12.1000";"1.2103";"24.8716"
"";"12.2000";"1.2199";"25.2062"
"";"12.3000";"1.2299";"25.5461"
"";"12.4000";"1.2401";"25.8802"
"";"12.5000";"1.2501";"26.2210"
"";"12.6000";"1.2600";"26.5496"
"";"12.7000";"1.2702";"26.8669"
"";"12.8000";"1.2799";"27.1948"
"";"12.9000";"1.2900";"27.5202"
"";"13.0000";"1.3001";"27.8310"
"";"13.1000";"1.3099";"28.1448"
"";"13.2000";"1.3199";"28.4634"
"";"13.3000";"1.3302";"28.7746"
"";"13.4000";"1.3401";"29.0778"
"";"13.5000";"1.3498";"29.3395"
"";"13.6000";"1.3600";"29.6143"
"";"13.7000";"1.3701";"29.8977"
"";"13.8000";"1.3801";"30.1771"
"";"13.9000";"1.3902";"30.4448"
"";"14.0000";"1.4002";"30.7103"
"";"14.1000";"1.4098";"30.9680"
"";"14.2000";"1.4199";"31.2183"
"";"14.3000";"1.4302";"31.4162"
"";"14.4000";"1.4401";"31.6143"
"";"14.5000";"1.4501";"31.8101"
"";"14.6000";"1.4603";"32.0046"
"";"14.7000";"1.4701";"32.1921"
"";"14.8000";"1.4799";"32.3609"
"";"14.9000";"1.4901";"32.5144"
"";"15.0000";"1.5001";"32.6814"
"";"15.1000";"1.5101";"32.8350"
"";"15.2000";"1.5204";"32.9674"
"";"15.3000";"1.5299";"33.0948"
"";"15.4000";"1.5399";"33.2306"
"";"15.5000";"1.5502";"33.3606"
"";"15.6000";"1.5603";"33.4851"
"";"15.7000";"1.5700";"33.5957"
"";"15.8000";"1.5801";"33.6927"
"";"15.9000";"1.5901";"33.7906"
"";"16.0000";"1.6000";"33.8935"
"";"16.1000";"1.6102";"33.9755"
"";"16.2000";"1.6202";"34.0524"
"";"16.3000";"1.6301";"34.1244"
"";"16.4000";"1.6403";"34.1910"
"";"16.5000";"1.6505";"34.2540"
"";"16.6000";"1.6598";"34.2945"
"";"16.7000";"1.6699";"34.3381"
"";"16.8000";"1.6803";"34.3811"
"";"16.9000";"1.6902";"34.4238"
"";"17.0000";"1.7002";"34.4406"
"";"17.1000";"1.7104";"34.4571"
"";"17.2000";"1.7201";"34.4801"
"";"17.3000";"1.7301";"34.5106"
"";"17.4000";"1.7403";"34.5283"
"";"17.5000";"1.7501";"34.5477"
"";"17.6000";"1.7601";"34.5689"
"";"17.7000";"1.7704";"34.5846"
"";"17.8000";"1.7801";"34.6043"
"";"17.9000";"1.7901";"34.6260"
"";"18.0000";"1.8002";"34.6329"
"";"18.1000";"1.8101";"34.6511"
"";"18.2000";"1.8202";"34.6725"
"";"18.3000";"1.8304";"34.6780"
"";"18.4000";"1.8401";"34.6756"
"";"18.5000";"1.8498";"34.6796"
"";"18.6000";"1.8602";"34.6841"
"";"18.7000";"1.8705";"34.6981"
"";"18.8000";"1.8802";"34.6986"
"";"18.9000";"1.8902";"34.6841"
"";"19.0000";"1.9004";"34.6839"
"";"19.1000";"1.9100";"34.6807"
"";"19.2000";"1.9201";"34.6763"
"";"19.3000";"1.9302";"34.6569"
"";"19.4000";"1.9401";"34.6498"
"";"19.5000";"1.9503";"34.6419"
"";"19.6000";"1.9606";"34.6317"
"";"19.7000";"1.9701";"34.6153"
"";"19.8000";"1.9799";"34.5979"
"";"19.9000";"1.9901";"34.5790"
"";"20.0000";"2.0003";"34.5779"
"";"20.1000";"2.0102";"34.5643"
"";"20.2000";"2.0204";"34.5278"
"";"20.3000";"2.0299";"34.5072"
"";"20.4000";"2.0401";"34.5042"
"";"20.5000";"2.0504";"34.4827"
"";"20.6000";"2.0603";"34.4629"
"";"20.7000";"2.0701";"34.4432"
"";"20.8000";"2.0803";"34.4165"
"";"20.9000";"2.0903";"34.3971"
"";"21.0000";"2.1000";"34.3782"
"";"21.1000";"2.1101";"34.3455"
"";"21.2000";"2.1203";"34.3315"
"";"21.3000";"2.1303";"34.3183"
"";"21.4000";"2.1404";"34.2955"
"";"21.5000";"2.1504";"34.2690"
"";"21.6000";"2.1599";"34.2457"
"";"21.7000";"2.1700";"34.2251"
"";"21.8000";"2.1803";"34.2035"
"";"21.9000";"2.1902";"34.1885"
"";"22.0000";"2.2003";"34.1481"
"";"22.1000";"2.2105";"34.1278"
"";"22.2000";"2.2201";"34.1048"
"";"22.3000";"2.2301";"34.0853"
"";"22.4000";"2.2401";"34.0517"
"";"22.5000";"2.2501";"34.0351"
"";"22.6000";"2.2602";"34.0192"
"";"22.7000";"2.2704";"33.9835"
"";"22.8000";"2.2801";"33.9584"
"";"22.9000";"2.2901";"33.9327"
"";"23.0000";"2.3003";"33.9057"
"";"23.1000";"2.3103";"33.8884"
"";"23.2000";"2.3203";"33.8681"
"";"23.3000";"2.3302";"33.8278"
"";"23.4000";"2.3401";"33.7986"
"";"23.5000";"2.3500";"33.7816"
"";"23.6000";"2.3602";"33.7555"
"";"23.7000";"2.3703";"33.7339"
"";"23.8000";"2.3801";"33.7098"
"";"23.9000";"2.3903";"33.6793"
"";"24.0000";"2.4005";"33.6649"
"";"24.1000";"2.4100";"33.6371"
"";"24.2000";"2.4200";"33.6038"
"";"24.3000";"2.4302";"33.5805"
"";"24.4000";"2.4402";"33.5660"
"";"24.5000";"2.4504";"33.5392"
"";"24.6000";"2.4606";"33.5138"
"";"24.7000";"2.4701";"33.4856"
"";"24.8000";"2.4799";"33.4633"
"";"24.9000";"2.4902";"33.4390"
"";"25.0000";"2.5003";"33.4201"
"";"25.1000";"2.5102";"33.3901"
"";"25.2000";"2.5204";"33.3512"
"";"25.3000";"2.5301";"33.3214"
"";"25.4000";"2.5401";"33.2977"
"";"25.5000";"2.5503";"33.2693"
"";"25.6000";"2.5603";"33.2443"
"";"25.7000";"2.5702";"33.2245"
"";"25.8000";"2.5804";"33.1903"
"";"25.9000";"2.5903";"33.1541"
"";"26.0000";"2.5999";"33.1190"
"";"26.1000";"2.6101";"33.0832"
"";"26.2000";"2.6204";"33.0585"
"";"26.3000";"2.6303";"33.0291"
"";"26.4000";"2.6403";"32.9885"
"";"26.5000";"2.6504";"32.9522"
"";"26.6000";"2.6599";"32.9156"
"";"26.7000";"2.6701";"32.8875"
"";"26.8000";"2.6804";"32.8484"
"";"26.9000";"2.6901";"32.8052"
"";"27.0000";"2.7002";"32.7567"
"";"27.1000";"2.7106";"32.7182"
"";"27.2000";"2.7202";"32.6776"
"";"27.3000";"2.7299";"32.6347"
"";"27.4000";"2.7402";"32.5929"
"";"27.5000";"2.7501";"32.5616"
"";"27.6000";"2.7603";"32.5299"
"";"27.7000";"2.7706";"32.4853"
"";"27.8000";"2.7801";"32.4369"
"";"27.9000";"2.7900";"32.4016"
"";"28.0000";"2.8003";"32.3651"
"";"28.1000";"2.8104";"32.3321"
"";"28.2000";"2.8201";"32.2922"
"";"28.3000";"2.8303";"32.2469"
"";"28.4000";"2.8401";"32.2049"
"";"28.5000";"2.8500";"32.1778"
"";"28.6000";"2.8602";"32.1355"
"";"28.7000";"2.8702";"32.0989"
"";"28.8000";"2.8803";"32.0712"
"";"28.9000";"2.8904";"32.0377"
"";"29.0000";"2.9006";"32.0052"
"";"29.1000";"2.9099";"31.9564"
"";"29.2000";"2.9199";"31.9176"
"";"29.3000";"2.9302";"31.8813"
"";"29.4000";"2.9403";"31.8595"
"";"29.5000";"2.9503";"31.8216"
"";"29.6000";"2.9604";"31.7762"
"";"29.7000";"2.9700";"31.7428"
"";"29.8000";"2.9801";"31.7221"
"";"29.9000";"2.9904";"31.6844"
"";"30.0000";"3.0001";"31.6495"
"";"30.1000";"3.0101";"31.6144"
"";"30.2000";"3.0204";"31.5664"
"";"30.3000";"3.0302";"31.5303"
"";"30.4000";"3.0400";"31.4903"
"";"30.5000";"3.0503";"31.4438"
"";"30.6000";"3.0603";"31.4103"
"";"30.7000";"3.0701";"31.3733"
"";"30.8000";"3.0803";"31.3278"
"";"30.9000";"3.0901";"31.2801"
"";"31.0000";"3.0999";"31.2417"
"";"31.1000";"3.1102";"31.2018"
"";"31.2000";"3.1204";"31.1651"
"";"31.3000";"3.1301";"31.1218"
"";"31.4000";"3.1402";"31.0714"
"";"31.5000";"3.1504";"31.0357"
"";"31.6000";"3.1601";"30.9974"
"";"31.7000";"3.1701";"30.9543"
"";"31.8000";"3.1802";"30.9025"
"";"31.9000";"3.1901";"30.8650"
"";"32.0000";"3.2003";"30.8244"
"";"32.1000";"3.2106";"30.7834"
"";"32.2000";"3.2201";"30.7387"
"";"32.3000";"3.2299";"30.6956"
"";"32.4000";"3.2402";"30.6531"
"";"32.5000";"3.2502";"30.6228"
"";"32.6000";"3.2603";"30.5846"
"";"32.7000";"3.2704";"30.5261"
"";"32.8000";"3.2799";"30.4819"
"";"32.9000";"3.2901";"30.4531"
"";"33.0000";"3.3004";"30.4172"
"";"33.1000";"3.3103";"30.3775"
"";"33.2000";"3.3200";"30.3318"
"";"33.3000";"3.3303";"30.2892"
"";"33.4000";"3.3403";"30.2540"
"";"33.5000";"3.3501";"30.2179"
"";"33.6000";"3.3602";"30.1663"
"";"33.7000";"3.3703";"30.1335"
"";"33.8000";"3.3802";"30.1018"
"";"33.9000";"3.3904";"30.0595"
"";"34.0000";"3.4004";"30.0194"
"";"34.1000";"3.4099";"29.9747"
"";"34.2000";"3.4201";"29.9410"
"";"34.3000";"3.4303";"29.8991"
"";"34.4000";"3.4403";"29.8641"
"";"34.5000";"3.4502";"29.8122"
"";"34.6000";"3.4605";"29.7724"
"";"34.7000";"3.4701";"29.7340"
"";"34.8000";"3.4801";"29.6979"
"";"34.9000";"3.4903";"29.6453"
"";"35.0000";"3.5001";"29.6048"
"";"35.1000";"3.5102";"29.5613"
"";"35.2000";"3.5205";"29.5097"
"";"35.3000";"3.5301";"29.4585"
"";"35.4000";"3.5400";"29.4109"
"";"35.5000";"3.5503";"29.3639"
"";"35.6000";"3.5604";"29.3313"
"";"35.7000";"3.5702";"29.2904"
"";"35.8000";"3.5802";"29.2356"
"";"35.9000";"3.5901";"29.1870"
"";"36.0000";"3.6000";"29.1469"
"";"36.1000";"3.6102";"29.1008"
"";"36.2000";"3.6203";"29.0625"
"";"36.3000";"3.6301";"29.0204"
"";"36.4000";"3.6403";"28.9762"
"";"36.5000";"3.6505";"28.9459"
"";"36.6000";"3.6600";"28.8990"
"";"36.7000";"3.6700";"28.8537"
"";"36.8000";"3.6802";"28.8123"
"";"36.9000";"3.6902";"28.7758"
"";"37.0000";"3.7004";"28.7327"
"";"37.1000";"3.7105";"28.6742"
"";"37.2000";"3.7201";"28.6271"
"";"37.3000";"3.7300";"28.5834"
"";"37.4000";"3.7403";"28.5404"
"";"37.5000";"3.7502";"28.5041"
"";"37.6000";"3.7601";"28.4575"
"";"37.7000";"3.7704";"28.4071"
"";"37.8000";"3.7801";"28.3639"
"";"37.9000";"3.7903";"28.3261"
"";"38.0000";"3.8003";"28.2756"
"";"38.1000";"3.8103";"28.2311"
"";"38.2000";"3.8202";"28.1917"
"";"38.3000";"3.8303";"28.1440"
"";"38.4000";"3.8402";"28.0958"
"";"38.5000";"3.8499";"28.0505"
"";"38.6000";"3.8601";"28.0011"
"";"38.7000";"3.8704";"27.9659"
"";"38.8000";"3.8804";"27.9318"
"";"38.9000";"3.8903";"27.8730"
"";"39.0000";"3.9004";"27.8271"
"";"39.1000";"3.9100";"27.7816"
"";"39.2000";"3.9201";"27.7400"
"";"39.3000";"3.9303";"27.6942"
"";"39.4000";"3.9401";"27.6493"
"";"39.5000";"3.9503";"27.5978"
"";"39.6000";"3.9605";"27.5492"
"";"39.7000";"3.9702";"27.5001"
